FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1018611,Grant Park Farmers Market ,http://cfmatl.org/grantpark/,https://www.facebook.com/grantparkfarmersmarket,,,communityfarmersmarkets,600 Cherokee Avenue SE,Atlanta,Fulton,Georgia,30312,01/14/2018 to 12/16/2018,Sun: 9:00 AM-1:00 PM;,,,,,,,-84.373629,33.738909,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,7/27/18 8:43
1008950,Grayson Farmers' Market,,https://www.facebook.com/GraysonFarmersMarket,,,,475 Grayson Parkway,Grayson,Gwinnett,Georgia,30017,01/08/2014 to 03/05/2014,Wed: 3:30 PM-7:30 PM;,03/12/2014 to 09/24/2014,Wed: 4:00 PM-7:00 PM;,,,,,-83.9579741,33.8931891,Local government building grounds,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,5/19/14 10:40
1009209,Green Acres Farm Market ,,https://www.facebook.com/GreenAcresFarmMarket,,,,8865 Highway 53,Braselton,,Georgia,30517,,,,,,,,,-83.7975,34.1444,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1004849,Green Market at Piedmont Park,http://www.piedmontpark.org/programs/green_market.html,https://www.facebook.com/greenmarketatl?ref=hl,,,https://www.facebook.com/pages/Piedmont-Park-Conservancy/112803705441290?ref=hl,1071 Piedmont Ave NE,Atlanta,Fulton,Georgia,30309,03/30/2019 to 11/23/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.378551,33.784257,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,1/2/19 12:41
1009293,Greenway Farmers Market ,,https://www.facebook.com/MarketAtTheGreenway,,,,Oconee River Greenway,Milledgeville,,Georgia,31061,,,,,,,,,-83.2085,33.0815,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1001481,Hall County Farmers Market,http://www.hallfarmers.org,,,,,Jesse Jewell Pkwy SE and E Crescent Drive,Gainsville,Hall,Georgia,30503,,,,,,,,,-83.7906,34.3156,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1001111,Hartwell Farmers Market,,,,,,Intersection of Carter & Howell Streets,Hartwell,Hart,Georgia,30643,April to November,Sat:7:00 AM - 12:00 PM;,,,,,,,-82.9308839,34.3522048,Private business parking lot,N,Y,Y,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,5/29/12 15:25
1003805,Hawkinsville River Market,,https://www.facebook.com/pages/Hawkinsville-River-Market/614156468617517?hc_location=timeline,,,,BROAD STREET,HAWKINSVILLE,Pulaski,Georgia,31036,01/01/2012 to 12/31/2012,,,,,,,,-83.4737,32.2815,Local government building grounds,N,Y,Y,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/17/14 12:04
1019669,Hinesville Farmers Market ,,https://www.facebook.com/hinesvillefarmersmarket/?ref=aymt_homepage_panel&eid=ARD0szjrieT0U1nAUmLT5Gyh_giCODZ5TaoqN9AkJlW3lxm6eodoZSI-q1j5Dest8KQiuY-mukmFMDXS,,,,"S Commerce St, Hinesville, GA 31313",Hinesville,Liberty,Georgia,31313,03/07/2019 to 10/31/2019,Thu: 3:00 PM-7:00 PM;,,,,,,,-81.59569,31.846772,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,8/5/19 12:01
1018697,Hwy 78 Farmer & Craft Market,http://www.downtownvillarica.com,https://www.facebook.com/Hwy-78-Farmer-Craft-Market-1384496728235287/,,,,106 Temple St.,Villa Rica,Carroll,Georgia,30180,,Tue: 4:00 PM-7:00 PM;,,,,,,,-84.9169182,33.7312773,,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,7/17/17 16:56
1003121,International City Farmers Market,http://www.landtohand.org/farmers-market/icfarmersmarket/,https://www.facebook.com/InternationalCityFarmersMarket?ref=br_tf,,,,105 Mulberry St (Perkins Field),Warner Robins,Houston,Georgia,31093,01/08/2015 to 12/22/2015,Thu: 1:00 PM-6:00 PM;,,,,,,,-83.61042,32.618882,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,5/9/16 12:26
1008299,Jasper Farmers Market,,https://www.facebook.com/JasperFarmersMarket/,,,,"Park and Ride, Stegall Drive",Jasper ,Pickens,Georgia,30143,04/07/2018 to 12/22/2018,Sat: 7:30 AM-12:00 PM;,,,,,,,-84.4343796,34.46747,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,7/26/18 16:10
1018730,Jazam natural farmer market ,,Jazam natural farmer market ,,,,319 w tinsley st ,Griffin ,Spalding,Georgia,30223,,Fri: 10:00 AM-7:00 PM;Sat: 10:00 AM-7:00 PM;,,,,,,,-84.267144,33.253322,,Y,N,N,N,Y,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,7/25/17 10:14
1018896,Jazam natural farmer market,,,,,,3039 briarcliff rd ne,Atlanta ,DeKalb,Georgia,,02/01/2018 to 12/01/2018,Thu: 10:00 AM-7:00 PM;Fri: 11:00 AM-7:00 PM;Sat: 11:00 AM-7:00 PM;Sun: 12:00 AM-6:00 PM;,,,,,,,-84.3140666,33.8369363,,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,12/24/17 22:32
1011951,Jefferson Farmers Market,http://www.jeffersonfarmersmarket.com,www.facebook.com/Jefferson-Farmers-Market-1731029137110076/,,,,Sycamore & Gordon Street,Jefferson,Jackson,Georgia,30549,06/04/2016 to 09/24/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.572906,34.117327,,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,5/11/16 16:48
1009207,Jersey Jodi's Farmers Market ,http://www.jerseyjodimarket.com/#,,,,,2116 Adams Dr. NW,Atlanta,,Georgia,30318,,,,,,,,,-84.4548,33.8131,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1018195,Jonesboro Farmers Market ,,,,,,155 Lee Street,Jonesboro,Clayton,Georgia,30236,05/13/2017 to 09/30/2017,Tue: 11:00 AM-1:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-84.35702,33.523023,,Y,N,N,N,N,-,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/17 14:52
1005873,Kauffman's Farmers Market,http://www.kauffmanfarmerket.com,,,,,1305 Mennonite Church Road,Montezuma,,Georgia,31063,,,,,,,,,-83.9813,32.3182,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1018119,Kennesaw Farmers Market,,Kennesaw Farmers Market,,,,2820 Cherokee Street,Kennesaw ,Cobb,Georgia,30144,05/01/2017 to 10/30/2017,Mon: 3:30 PM-7:30 PM;,,,,,,,-84.6148266,34.0234637,,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,6/20/17 13:16
1004443,KNOW YOUR FARMER KNOW YOUR FOOD FARMERS MARKET,,,,,,1409 Old Lake Park Road,Valdosta,Lowndes,Georgia,31602,,,,,,,,,-83.2004,30.7396,Private business parking lot,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/13/11 17:40
1002301,Lavonia Georgia Farmers Market,http://www.LavoniaEvents.com,,,,,East Main Street,Lavonia,Franklin,Georgia,30553,01/01/2014 to 12/31/2014,Wed: 7:00 AM-11:00 AM;Sat: 7:00 AM-11:00 AM;,,,,,,,-83.1038038,34.4314028,Other,N,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,3/13/14 15:42
1010221,Lawrenceville Farmers Market,http://www.lawrencevillefarmersmarket.com/,https://www.facebook.com/LawrencevilleFarmersMarket,,,,153 East Crogan St.,LAwrenceville,Gwinnett,Georgia,30046,06/07/2014 to 09/06/2014,Sun: 8:00 AM-12:00 PM;,,,,,,,-83.987275,33.9564261,Private business parking lot,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,5/23/14 11:52
1002471,Lenny's Farmers Market,,https://www.facebook.com/DowntownAmericusGA,,,,110 North Hampton Street,Americus,Sumter,Georgia,31709,06/01/2013 to 08/31/2013,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-84.236501,32.072463,Other,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/14 17:23
1003895,Lilburn Farmers Market,http://www.lilburnfarmersmarket.org,https://www.facebook.com/pages/Lilburn-Farmers-Market/119935894713020,https://twitter.com/LilburnFarmMkt,,,1400 Killian Hill Road,Lilburn,Gwinnett,Georgia,30047,06/03/2016 to 08/26/2016,Fri: 4:00 PM-8:00 PM;,,,,,,,-84.081967,33.859596,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,2/23/16 19:21
1018732,Lithonia Farmers Market,http://www.cityoflithoniaga.org/,https://www.facebook.com/LithoniaFarmersMarket,,,https://www.instagram.com/lithoniafarmersmarket/,6920 Main st,Lithonia ,DeKalb,Georgia,30058,06/04/2017 to 09/17/2017,Sun: 12:00 PM-4:00 PM;,,,,,,,-84.108364,33.710866,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,7/25/17 11:06
1011088,Lookout Farmers Market,http://LookoutFarmersMarket.org,Lookout Farmers Market,,,,1214 Lula Lake Road,Lookout Mountain ,Walker,Georgia,30750,04/18/2015 to 10/31/2015,Thu: 4:00 PM-7:00 PM;,,,,,,,-85.3579536,34.9778455,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,4/28/15 13:00
1011538,Mableton Farmers Market,http://www.mableton.org/community-projects/farmers-market,Mableton Farmers Market,,,,5239 Floyd Road,Mableton,Cobb,Georgia,30126,05/28/2015 to 08/27/2015,Thu: 8:30 AM-12:30 PM;,,,,,,,-84.5753731,33.8259244,,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/28/15 15:45
1006996,Macon State Farmers Market,,,,,,2055 Eisenhower Parkway,Macon,Bibb,Georgia,31206,,,,,,,,,-83.6832,32.8175,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010  9:35AM
1009332,Main Street Newnan's Market Day,http://www.mainstreetnewnan.com/documents/2013cdmarketday.pdf,,,,,1 LaGrange Street,Newnan,,Georgia,30263,,,,,,,,,-84.8008,33.3721,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1008513,Main Street Statesboro Farmers Market,http://www.StatesboroFarmersMarket.com,https://www.facebook.com/TheMainStreetStatesboroFarmersMarket?ref=hl,n/a,n/a,n/a,2 East Main Street,Statesboro ,Bulloch,Georgia,30458,04/06/2013 to 11/23/2013,Sat: 9:00 AM-12:30 PM;,,,,,,,-81.782923,32.448625,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/26/13 6:16
1003238,Marietta Square Farmers Market,http://www.MariettaSquareFarmersMarket.com,https://www.facebook.com/mariettasquarefarmersmarket,,,,65 Church St,MARIETTA,Cobb,Georgia,30060,01/01/2018 to 12/31/2018,Sat: 9:00 AM-12:00 PM;Sun: 12:00 PM-3:00 PM;,,,,,,,-84.549494,33.953194,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,7/26/18 16:30
1007520,Market on Madison,,,,,,314 Madison Street ,Dublin,Laurens County,Georgia,,,,,,,,,,-82.9058,32.5381,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1000508,Market on the Square,,,,,,Hwy 18E and Hwy 19N,Zebulon,Pike,Georgia,30295,04/05/2014 to 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-84.3424,33.1023,Private business parking lot,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/23/14 8:52
1006858,Midday Market @Atlanta Federal Center,http://www.staging.gsa.gov/portal/content/134303,,,,,61 Forsyth Street,Atlanta,Fulton,Georgia,30303,May to October,Wed:11:00 AM - 2:00 PM;,,,,,,,-84.3929595,33.7534749,Federal/State government building grounds,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/23/12 17:07
1006072,Midland Avenue Produce Jam,,,,,, Midland Avenue,Monroe,Walton,Georgia,30655,April to September,Sat:8:30 am - 12:00 pm;,,,,,,,-83.712,33.7963,Private business parking lot,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/13/11 16:14
1000716,Milledgeville Marketplace Farmers' Market,http://www.milledgevillemarketplace.com,https://www.facebook.com/MilledgevilleMarketplaceFarmersMarket?ref=hl,,,,222 East Hancock Street,Milledgeville,Baldwin,Georgia,31061,04/01/2014 to 10/28/2014,Tue: 4:00 PM-7:00 PM;,,,,,,,-83.224579,33.081869,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,4/23/14 8:15
1010485,Millen Produce Market,,Main Street Millen,,,,Cotton Avenue,Millen ,Jenkins,Georgia,30442,05/01/2018 to 10/30/2018,Tue: 3:00 PM-6:00 PM;,,,,,,,-81.936127,32.802685,,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/18 11:55
1011267,Monroe Farmers Market,http://monroedowntownfarmersmarket.com,facebook.com/monroegafarmersmarket/,,,,Court St,Monroe,Walton,Georgia,30655,05/14/2016 to 10/08/2016,Sat: 8:30 AM-12:30 PM;,,,,,,,-83.712226,33.794333,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,6/27/16 18:12
1019432,Monticello Market on the Square,https://jaspercountycoc.com/events/market-on-the-square/,https://www.facebook.com/monticellogafarmersmarket,,,,119 W Washington Street,Monticello,Jasper,Georgia,31064,05/04/2019 to 09/28/2019,Sat: 8:00 AM-12:30 PM;,,,,,,,-83.684074,33.304463,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/18/19 14:50
1004968,Morningside Farmers Market,http://www.morningsidemarket.com,,,,,1393 N. Highland Ave Atlanta GA 30306,Atlanta,Fulton,Georgia,30306,,,,,,,,,-84.3523,33.7922,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  7 2010 12:46PM
1010316,Mulberry Market,http://www.mulberrymarket.org,https://www.facebook.com/MulberryStreetMarket,,,https://www.instagram.com/mulberry_market/,1155 College Street,Macon,Bibb,Georgia,31201,01/01/2014 to 12/31/2014,Wed: 3:30 PM-6:00 PM;,,,,,,,-83.646551,32.833797,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,7/27/18 13:13
1000050,Mulberry Street Market,,https://www.facebook.com/mulberrystreetmarket,,,,500 Mulberry St,Macon,Bibb,Georgia,31201,January to December,Wed:4:00 PM - 7:00 PM;,,,,,,,-83.628616,32.838311,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/7/12 10:36
1018216,Norcross Community Market,http://www.norcrosscommunitymarket.com/,https://www.facebook.com/norcrosscommunitymarket/,,,https://www.instagram.com/norcrosscommunitymarket/,5 College St.,Norcross ,Gwinnett,Georgia,30071,06/03/2017 to 08/26/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.211959,33.941514,,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,6/20/17 16:04
1004654,Norcross Whistle Stop Farmer's Market,http://www.whistlestopfarmersmarket.com,,,,,"74 Park Drive, Thrasher Park, on Buchanan Street next to the railroad tracks",Norcross,Gwinnett,Georgia,30071,May to October,Tue:4:00 pm - 8:00 pm;,,,,,,,-84.0235,33.9617,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,3/1/12 11:26
1003324,Northeast Georgia. Locally Grown.net - Habersham County site,http://www.northeastgeorgia.locallygrown.net,,,,,295 E. Green St.,Clarkesville,Habersham,Georgia,30523,April to December,Wed:5:00 PM - 7:00 PM;,,,,,,,-83.5231858,34.6164668,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/27/12 23:10
1010164,Northeast Georgia. Locally Grown.net - Hall County site,http://www.northeastgeorgia.locallygrown.net,,,,,322 Academy Street NE,Gainesville ,Hall,Georgia,30501,06/06/2014 to ,Fri: 5:00 AM-7:00 PM;,,,,,,,-83.825185,34.302206,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1003325,Northeast Georgia. Locally Grown.net - Rabun County site,http://www.northeastgeorgia.locallygrown.net,,,,,63 Mill Gap Lane,Tiger,Rabun,Georgia,30576,01/01/2014 to 12/31/2014,Wed: 5:00 AM-7:00 PM;,,,,,,,-83.4268816,34.8626154,Other,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,5/19/14 11:05
1001215,Oakhurst Farm Farmers Market,http://www.oakhurstfarmersmarket.com,,,,,19706 GA HWY 219,West Point,Harris,Georgia,31833,January to December,Mon:8:00 PM - 6:00 PM;Tue:8:00 AM - 6:00 PM;Wed:8:00 AM - 6:00 PM;Thu:8:00 AM - 6:00 PM;Fri:8:00 AM - 6:00 PM;Sat:8:00 AM - 6:00 PM;,,,,,,,-85.0357572,32.8644859,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,5/29/12 16:46
1003804,Ocmulgee Market,,,,,,Broad Street,HAWKINSVILLE,Pulaski,Georgia,31036,September to September,Tue:8:00 am - 6:30 pm;Thu:8:00 am - 6:30 pm;Sat:0:00 pm - 0:00 pm;,,,,,,,-83.475289,32.280896,Private business parking lot,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1/18/12 15:28
1008012,Oconee Farmers Market,http://www.oconeefarmersmarket.org,https://www.facebook.com/TheOconeeFarmersMarket/info,,,,23 North Main Street,Watkinsville,Oconee,Georgia,30677,04/05/2014 to 11/29/2014,Sat: 8:00 AM-1:00 PM;,,,,,,,-83.4097748,33.8635033,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,3/18/14 13:26
1009655,Oconee Farmers Market-Midweek Market,http://www.oconeefarmersmarket.org,https://www.facebook.com/TheOconeeFarmersMarket/info,,,,4 North Main Street,Watkinsville,Oconee,Georgia,30677,05/13/2014 to 09/30/2014,Tue: 4:00 PM-7:00 PM;,,,,,,,-83.408395,33.862475,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,3/18/14 13:47
1007775,Oglethorpe Fresh,http://www.oglethorpefresh.com/,https://www.facebook.com/pages/Oglethorpe-Fresh/118849704824147,,,,111 South Platt Street,Lexington,Oglethorpe,Georgia,30648,01/01/2015 to 12/31/2015,Sat: 8:30 AM-12:30 PM;,,,,,,,-83.111168,33.869022,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,7/27/15 16:52
1008820,Paulding County Farm Bureau Farmers Market,http://www.localharvest.org/paulding-county-farm-bureau-farmers-market-M40863,https://www.facebook.com/pages/Paulding-County-Farm-Bureau-Farmers-Markets/196057580432234,,,,"4075 Charles Hardy Pkway,",Dallas,Paulding,Georgia,30157,06/04/2014 to 07/29/2014,Tue: 3:00 PM-7:00 PM;,,,,,,,-84.725871,33.934719,Private business parking lot,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/6/14 15:07
1006851,Paulding County Farm Bureau Farmers Market - Winter,,https://www.facebook.com/pages/Paulding-County-Farm-Bureau-Farmers-Markets/196057580432234,,,,"4075 Charles Hardy Pkway,",Dallas,Paulding,Georgia,30157,04/17/2014 to 11/20/2014,Thu: 3:00 PM-7:00 PM;,,,,,,,-84.725959,33.934596,Private business parking lot,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,4/6/14 11:19
1016795,Peachtree City Farmers Market,http://www.ptcfarmersmarket.org,https://www.facebook.com/PeachtreeCityFarmersMarket/?fref=ts,,,,215 Northlake Dr,Peachtree City,Fayette,Georgia,30269,01/01/2017 to 12/31/2017,Wed: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-84.586675,33.401018,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,1/11/17 22:12
1004272,Peachtree Road Farmers Market,http://www.peachtreeroadfarmersmarket.com,https://www.facebook.com/PtreeFarmersMkt,https://twitter.com/PtreeFarmersMkt,,www.peachtreeroadfarmersmarket.blogspot.com,2744 Peachtree Rd,Atlanta,Fulton,Georgia,30305,04/11/2015 to 12/19/2015,Sat: 8:30 AM-12:00 PM;,,,,,,,-84.386034,33.831906,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,3/19/15 13:23
1010036,Perry Farmers' Market,http://www.downtownperry.com,,,,,1106 Meeting Street,Perry,Houston,Georgia,31069,05/03/2014 to 09/27/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.7318893,32.4602501,Local government building grounds,N,N,N,N,N,-,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/24/14 11:48
1012366,Ponce City Farmers Market on the BeltLine ,http://cfmatl.org/poncecity/,https://www.facebook.com/pcfmbeltline/,,,,675 Ponce de Leon Avenue,Atlanta,DeKalb,Georgia,30308,04/10/2018 to 11/20/2018,Tue: 4:00 PM-8:00 PM;,,,,,,,-84.364596,33.772429,,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,7/26/18 17:25
1010683,Pooler Farmers' Market,http://www.poolerfarmersmarket.com,https://www.facebook.com/pages/Pooler-Farmers-Market/167081213455725?ref=tn_tnmn,@poolerfarmersmkt,,,200 Preston Stokes Drive,Pooler,Chatham,Georgia,31322,03/04/2015 to 12/09/2015,Wed: 4:00 PM-7:00 PM;,,,,,,,-81.263666,32.130564,,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,10/25/14 8:25
