Name,MetroArea,Description,Address,Latitude,Longitude,Website,Phone,Delivery
DAS BBQ,Atlanta,Great BBQ,"1203 Collier Rd, NW Atlanta, GA 30318",33.8116274,-84.4253497,dasbbq.com,(404) 850-7373,checked
Dat Fire Jerk Chicken,Atlanta,"Caribbean,Dinner,Jamaican,Lunch Specials","226 Northside Dr SW, Atlanta",33.7483065,-84.4047549,https://www.grubhub.com/restaurant/dat-fire-jerk-chicken-226-northside-dr-sw-atlanta/661634,(404) 254-4494,checked
DESHI STREET Bangladeshi Restaurant,Atlanta,"Asian,Healthy,Indian,Late Night,Seafood,Vegan,Vegetarian","4337 Buford Highway Ste. 150, Atlanta",33.8682081,-84.3000192,https://www.grubhub.com/restaurant/deshi-street-bangladeshi-restaurant-4337-buford-highway-ste-150-chamblee/486747,(470) 246-4317,checked
Desta Ethiopian Kitchen,Atlanta,We have been serving delicious Ethiopian Food to the Atlanta area since 2006.,3086 Briarcliff Road Northeast Atlanta GA 30329,33.8379129,-84.310383,https://destaethiopiankitchen.com/,(404) 929-0011,checked
Diesel Tap House,Atlanta,Great American bar food stepped up a notch - Incredible Food at a Respectable Price.,"2669 Buford Hwy, Ste 200, Buford, GA 30518",34.1237593,-83.9850228,www.dieseltaphouse.com,(470) 344-3827,checked
Doc Chey's Noodle House,Atlanta,,"563 Memorial Dr SE, Atlanta, GA 30312, USA",33.7462181,-84.3690732,http://www.doccheys.com/,(404) 688-4238,checked
Double Zero,Atlanta,,"1577 N Decatur Rd, Atlanta, GA 30307, USA",33.7878925,-84.3262244,https://doublezeroatl.com/,(404) 991-3666,checked
Douceur de France,Atlanta,,"277 South Marietta Pkwy SW, Marietta, GA 30064, USA",33.9481449,-84.549799,http://www.douceurdefrance.com/,(770) 425-5050,checked
Dragon Bowl,Atlanta,,"1556 N Decatur Rd, Atlanta, GA 30307, USA",33.788195,-84.3266559,http://www.dragonbowlatl.com/,(404) 378-8188,checked
Dua Vietnamese,Atlanta,"Asian,Noodles,Vietnamese","77 12th Street Northeast, Atlanta",33.7843124,-84.3849641,https://www.grubhub.com/restaurant/dua-vietnamese-77-12th-street-northeast-atlanta/1490147,,checked
Eclipse di Luna,Atlanta,,"764 Miami Cir NE, Atlanta, GA 30324, USA",33.8315906,-84.3622556,http://eclipsediluna.com/,(404) 846-0449,checked
Edgewood Pizza,Atlanta,"Calzones,Dinner,Lunch Specials,Pizza,Wings","478 Edgewood Ave SE, Atlanta",33.7544822,-84.3719154,https://www.grubhub.com/restaurant/edgewood-pizza-478-edgewood-ave-se-atlanta/334000,(404) 522-5512,checked
El Ponce,Atlanta,,"939 Ponce De Leon Ave NE, Atlanta, GA 30306, USA",33.7735389,-84.3566285,http://elponce.com/,(404) 881-6040,checked
El Tesoro,Atlanta,,"1374 Arkwright Pl SE, Atlanta",33.74941,-84.342638,https://www.grubhub.com/restaurant/el-tesoro-1374-arkwright-pl-se-atlanta/2032699,(470) 440-5502,checked
Emerald City Bagels,Atlanta,,"1257A Glenwood Ave SE, Atlanta, GA 30316, USA",33.739961,-84.346463,http://www.emeraldcitybagels.com/,(404) 343-3758,checked
Empire State South,Atlanta,,"999 Peachtree St NE #140, Atlanta, GA 30309, USA",33.7811208,-84.3836503,http://www.empirestatesouth.com/,(404) 541-1105,
Endive publik house,Atlanta,"Thursday, Friday and Saturday 5pm to 9pm offering our regular menu to-go",1468 mecaslin St. Nw atlanta ga 30309,33.7949866,-84.4002146,www.endivepublik.com,(404) 504-5044,
Endulge Cupcake Boutique,Atlanta,"Bakery,Dessert,Dinner,Lunch","749 Moreland Ave SE Ste A101, Atlanta",33.7339513,-84.3496246,https://www.grubhub.com/restaurant/endulge-cupcake-boutique-749-moreland-ave-se-ste-a101-atlanta/958612,(404) 996-6995,checked
Escobar Restaurant,Atlanta,"Dinner,Hamburgers,Lunch,Salads,Sandwiches,Tacos,Tapas","327 Peters St SW, Atlanta",33.7458337,-84.4038224,https://www.grubhub.com/restaurant/escobar-restaurant-327-peters-st-sw-atlanta/1957826,(404) 941-7907,checked
Family's Favorite Foods,Atlanta,"Bakery,Breakfast,Coffee and Tea,Ice Cream,Vegan,Vegetarian","479 Flat Shoals Ave SE, Atlanta",33.7409074,-84.3464539,https://www.grubhub.com/restaurant/familys-favorite-foods-479-flat-shoals-ave-se-atlanta/1447892,(470) 219-8605,checked
Farm Burger,Atlanta,"American,Dinner,Hamburgers,Lunch,Salads","275 Memorial Dr SE Ste B2, Atlanta",33.7464701,-84.3784358,https://www.grubhub.com/restaurant/farm-burger-275-memorial-dr-se-ste-b2-atlanta/876748,(404) 748-1310,checked
FIGO Pasta,Atlanta,Home made fresh pasta and much more,2080 Defoor Av - Atlanta - 30318,33.8122695,-84.4260882,https://figopasta.com/,(404) 351-9667,checked
Firehouse Subs,Atlanta,"Dinner,Sandwiches,Subs","537 10th St NW, Atlanta",33.7818829,-84.4050064,https://www.grubhub.com/restaurant/firehouse-subs-537-10th-st-nw-atlanta/368022,,checked
Firepit Pizza,Atlanta,,"519 Memorial Dr SE, Atlanta, GA 30312, USA",33.7460355,-84.370798,http://www.firepitatl.com/,(404) 495-4777,checked
Firepit Pizza Tavern,Atlanta,"Pizza,Salads,Sandwiches","519 Memorial Drive Southeast, Atlanta",33.7460355,-84.370798,https://www.grubhub.com/restaurant/firepit-pizza-tavern-519-memorial-drive-southeast-atlanta/1490009,,checked
Firestone Chinese,Atlanta,,"840 Ernest W Barrett Pkwy NW #588, Kennesaw, GA 30144, USA",34.0055116,-84.5762203,http://www.firestonekennesaw.com/,(678) 324-0512,checked
Fish Bowl Poke,Atlanta,"Asian,Japanese,Lunch,Seafood,Sushi","209 Edgewood Ave SE, Atlanta",33.7540215,-84.379914,https://www.grubhub.com/restaurant/fish-bowl-poke-209-edgewood-ave-se-atlanta/952468,(470) 428-3936,checked
Flavors of Africa,Atlanta,"African,Caribbean,Jamaican,Lunch Specials","233 Peachtree St, Atlanta",33.7607284,-84.3866731,https://www.grubhub.com/restaurant/flavors-of-africa-233-peachtree-st-atlanta/488742,(770) 982-1000,checked
Food Terminal,Atlanta,,"1000 Marietta St NW UNIT 202, Atlanta, GA 30318, USA",33.7788017,-84.4105985,https://www.foodterminal.com/,(678) 400-8155,checked
Frankie's the Steakhouse,Atlanta,,"6500 Sugarloaf Pkwy, Duluth, GA 30097, USA",33.9923869,-84.0917973,http://frankiesthesteakhouse.com/,(678) 395-6447,
Fred's Meat & Bread,Atlanta,,"99 Krog St NE, Atlanta, GA 30307, USA",33.7567769,-84.3639806,http://www.fredsmeatandbread.com/,,checked
Frontera Mex-Mex Grill,Atlanta,,"3607 GA-138, Stockbridge, GA 30281, USA",33.5523919,-84.2731853,http://myfrontera.com/,(770) 474-1540,checked
Full Commission,Atlanta,,"519 Memorial Dr SE C-01, Atlanta, GA 30312, USA",33.7464747,-84.3703293,http://www.fullcommissionatl.com/,(404) 941-9102,
GLC Cafe,Atlanta,"Greek,Healthy,Lunch Specials,Mediterranean,Middle
Eastern,Salads,Vegetarian","225 Peachtree St NE, Atlanta",33.7602157,-84.3870849,https://www.grubhub.com/restaurant/glc-cafe-225-peachtree-st-ne-atlanta/349457,(404) 523-5484,checked
Goldbergs,Atlanta,,"3003 N Druid Hills Rd NE, Atlanta, GA 30329, USA",33.8132567,-84.3102783,http://goldbergbagel.com/,(404) 329-5000,checked
Goodfella Pizza,Atlanta,"American,Dinner,Late Night,Lunch Specials,Pizza","615 Spring St NW, Atlanta",33.7714301,-84.3886591,https://www.grubhub.com/restaurant/goodfella-pizza-615-spring-st-nw-atlanta/281353,(404) 965-2691,checked
Grana,Atlanta,,"1835 Piedmont Ave NE, Atlanta, GA 30324, USA",33.8057528,-84.3666786,http://www.granaatl.com/,(404) 231-9000,
Grand Chinsa Restaurant,Atlanta,,"2905 Peachtree Rd NE, Atlanta, GA 30305, USA",33.8396515,-84.379528,https://grandchinaatl.com/,(404) 231-8690,checked
Grant Central Pizza & Pasta,Atlanta,"American,Pizza","1279 Glenwood Avenue Southeast, Atlanta",33.7399732,-84.3457012,https://www.grubhub.com/restaurant/grant-central-pizza--pasta-1279-glenwood-avenue-southeast-atlanta/1489962,,checked
Graveyard Tavern,Atlanta,"American,Sandwiches,Wraps","1245 Glenwood Avenue Southeast, Atlanta",33.7400183,-84.3466872,https://www.grubhub.com/restaurant/graveyard-tavern-1245-glenwood-avenue-southeast-atlanta/1490001,,checked
Great American Cookies,Atlanta,"American,Bakery,Dessert,Dinner","250 Park Ave W, Atlanta",33.7615102,-84.3948784,https://www.grubhub.com/restaurant/great-american-cookies-250-park-ave-w-atlanta/316992,(404) 458-2759,checked
Guac y Margys,Atlanta,,"661 Auburn Ave NE #120, Atlanta, GA 30312, USA",33.7563222,-84.3654592,http://www.guacymargys.com/,(404) 343-4691,
Gunshow,Atlanta,"Chef Kevin Gillespie�s restaurant, Gunshow, offers a bold, interactive take on the traditional dining experience. Dishes are presented on rolling carts and trays to diners at their tables where they can then choose what to order. Pricing is a la carte.","924 Garrett Street Atlanta, GA",33.7407235,-84.3578402,https://gunshowatl.com/,(404) 380-1886,checked
Gu's Dumplings,Atlanta,"Asian,Chinese,Dinner,Lunch,Noodles,Sandwiches,Soup","99 Krog St NE Ste M, Atlanta",33.7567769,-84.3639806,https://www.grubhub.com/restaurant/gus-dumplings-99-krog-st-ne-ste-m-atlanta/988626,(404) 527-6007,checked
gusto!,Atlanta,"American,Bowls,Fast Food,Healthy,Kids Menu,Mediterranean,Tex-Mex","782 Ponce De Leon Ave NE, Atlanta",33.7741231,-84.3618038,https://www.grubhub.com/restaurant/gusto-782-ponce-de-leon-ave-ne-atlanta/1973840,(404) 330-8114,checked
Guston's Grille,Atlanta,Family friendly business with home cooked food!,"12195 Highway 92 Suite 156, Woodstock GA 30188",34.0882689,-84.47266,www.gustons.com/Woodstock,770..485.6565,
Gypsy Kitchen,Atlanta,"Gypsy Kitchen is open daily from 11 am to 9 pm and offering carryout, curbside pick up and delivery within a 3-mile radius. Enjoy half-priced bottles of wine and a free bottle of wine with $50 purchase. Extending 50% off employee discount to all restaurant industry workers.","3035 Peachtree Rd NE Suite A209 Atlanta, Georgia",33.8373665,-84.3802425,http://www.gk-atl.com/,14000000000,checked
H & F Burger,Atlanta,Hamburgers,"675 Ponce De Leon Avenue Northeast, Atlanta",33.772597,-84.3655413,https://www.grubhub.com/restaurant/h--f-burger-675-ponce-de-leon-avenue-northeast-atlanta/1490736,,checked
Halal American Deli,Atlanta,"Coffee and Tea,Deli,Dinner,Hamburgers,Kids Menu,Lunch,Sandwiches","66 Walton St, Atlanta",33.756216,-84.3909873,https://www.grubhub.com/restaurant/halal-american-deli-66-walton-st-atlanta/1024719,(404) 230-9235,checked
Halfway Crooks Beer,Atlanta,,"60 Georgia Ave SE, Atlanta, GA 30312, USA",33.7369699,-84.3857638,https://www.halfwaycrooks.beer/,(678) 705-5530,
Hampton + Hudson,Atlanta,"H+H General Store offers food, beer, wine and necessities (like toilet paper, fresh produce, face maskers + more) for pick-up and delivery.","299 North Highland Avenue Northeast, Atlanta, GA 30307",33.7623174,-84.3587589,http://www.hamptonandhudson.com/store,(404) 948-2123,checked
Hattie Marie�s Texas Style BBQ,Atlanta,"Hattie Marie�s serves slow smoked BBQ, fried catfish an shrimp, as well as southern sides.","3699 Main Street, College Park Ga 30337",33.654262,-84.449664,www.HattieMaries.com,(678) 796-8205,checked
Hattie Marie's Texas BBQ,Atlanta,,"3699 Main St, College Park, GA 30337, USA",33.654262,-84.449664,http://www.hattiemaries.com/,(678) 796-8205,
Haven,Atlanta,,"1411 Dresden Dr NE #160, Atlanta, GA 30319, USA",33.8602284,-84.3317311,http://www.havenrestaurant.com/,(404) 969-0700,
Hawkers,Atlanta,,"661 Auburn Ave NE Suite 180, Atlanta, GA 30312, USA",33.7563222,-84.3654592,https://eathawkers.com/atlanta-oldfourthward/,(470) 809-1586,checked
Heirloom Market BBQ,Atlanta,,"2243 Akers Mill Rd SE, Atlanta, GA 30339, USA",33.8985879,-84.4471726,http://www.heirloommarketbbq.com/,(770) 612-2502,checked
Henry's Midtown Tavern,Atlanta,"American,Hamburgers,Salads,Sandwiches,Soup,Tacos","132 10th Street Northeast, Atlanta",33.7819572,-84.3829113,https://www.grubhub.com/restaurant/henrys-midtown-tavern-132-10th-street-northeast-atlanta/1331907,,checked
Herban Fix,Atlanta,"Asian,Asian Fusion,Vegan,Vegetarian","565 West Peachtree Street Northwest, Atlanta",33.7700821,-84.384841,https://www.grubhub.com/restaurant/herban-fix-565-west-peachtree-street-northwest-atlanta/1490484,,checked
HOBNOB,Atlanta,"Our menu combines favorites such as fried green tomatoes, warm pretzels with beer cheese dip, pot pie and pot roast with gourmet steaks and burgers made in house with 100% Angus choice beef. HOBNOB was honored as Best Burgers in Atlanta in 2019",804 Town Boulevard A1010 Brookhaven Ga 30319,33.8708031,-84.3369395,https://www.hobnobatlanta.com/,(404) 464-8971,checked
HOBNOB Dunwoody,Atlanta,"Our menu combines favorites such as fried green tomatoes, warm pretzels with beer cheese dip, pot pie and pot roast with gourmet steaks and burgers made in house with 100% Angus choice beef. HOBNOB was honored as Best Burgers in Atlanta in 2019 by AJC!","1221 Ashford Crossing Atlanta, GA 30346",33.9290301,-84.3447152,https://www.hobnobatlanta.com,(470) 395-7904,checked
Hola Taqueria,Atlanta,,"688 Holcomb Bridge Rd, Roswell, GA 30076, USA",34.0331737,-84.3404423,https://www.holaroswell.com/,(470) 242-5661,checked
Honeysuckle Gelato,Atlanta,Ice Cream,"1024 White St SW, Atlanta",33.7312531,-84.4210415,https://www.grubhub.com/restaurant/honeysuckle-gelato-1024-white-st-sw-atlanta/2037816,(404) 228-7825,checked
Hoot�s Righteous Wings,Atlanta,"American,Bar Food,Wings","935 Memorial Dr SE, Atlanta",33.7464835,-84.357804,https://www.grubhub.com/restaurant/hoots-righteous-wings-935-memorial-dr-se-atlanta/1401959,(470) 462-3030,checked
Hooters,Atlanta,"Dinner,Lunch Specials,Wings","209 Peachtree St, Atlanta",33.7595272,-84.3872464,https://www.grubhub.com/restaurant/hooters-209-peachtree-st-atlanta/347278,(404) 522-9464,checked
Hop City,Atlanta,,"99 Krog St NE Suite D, Atlanta, GA 30307, USA",33.7567769,-84.3639806,http://www.hopcitybeer.com/krog-street-market/,(470) 355-2534,
Hop's Chicken,Atlanta,Chicken,"675 Ponce De Leon Ave NE, Atlanta",33.772597,-84.3655413,https://www.grubhub.com/restaurant/hops-chicken-675-ponce-de-leon-ave-ne-atlanta/1489746,,checked
Hudson Grille Midtown,Atlanta,"American,Bar Food,Dinner,Grill,Lunch","942 Peachtree St NE, Atlanta",33.7803752,-84.3844714,https://www.grubhub.com/restaurant/hudson-grille-midtown-942-peachtree-st-ne-atlanta/996091,(404) 892-0892,checked
Hunt Brothers Pizza,Atlanta,"Pizza,Wings","1117 Lee St, Atlanta",33.7244858,-84.4210621,https://www.grubhub.com/restaurant/hunt-brothers-pizza-1117-lee-st-atlanta/1486293,(404) 753-3750,checked
Iberian Pig,Atlanta,,"121 Sycamore St, Decatur, GA 30030, USA",33.7744094,-84.2959707,https://www.theiberianpigatl.com/decatur,(404) 371-8800,checked
Ichiban steak & sushi at the collection,Atlanta,Japanese Hibachi and sushi,"410 Peachtree Pkwy, ste 112, cumming, ga 30041",34.1535941,-84.1768731,https://yelp.to/qTKq/nft2Cdqwz5,(770) 888-2676,checked
il Giallo,Atlanta,,"5920 Roswell Rd B-118, Sandy Springs, GA 30328, USA",33.9160713,-84.3807647,http://www.ilgialloatl.com/,(404) 709-2148,
Indulge Gourmet Popcorn,Atlanta,"American,Dinner,Lunch","177 Peters St SW Ste B, Atlanta",33.7497152,-84.3993629,https://www.grubhub.com/restaurant/indulge-gourmet-popcorn-177-peters-st-sw-ste-b-atlanta/805251,(404) 996-6907,checked
Irby's Tavern,Atlanta,A Neighborhood Tavern with a Scratch Kitchen,"322 East paces Ferry Rd NE, Atlanta, GA 30305",33.8396135,-84.3770808,www.irbystavern.com,(404) 254-1333,checked
J.R. Crickets,Atlanta,"Dinner,Lunch Specials,Seafood,Southern,Wings","886 Martin Luther King Jr. DrW, Atlanta",33.7545756,-84.4166305,https://www.grubhub.com/restaurant/jr-crickets-886-martin-luther-king-jr-drw-atlanta/338734,(404) 222-8030,checked
Jack's Pizza and Wings,Atlanta,"Dinner,Italian,Lunch,Pizza,Wings","676 Highland Ave NE, Atlanta",33.7614739,-84.3651588,https://www.grubhub.com/restaurant/jacks-pizza-and-wings-676-highland-ave-ne-atlanta/985690,(404) 525-4444,checked
Jai Ho - Indian Kitchen & Bar,Atlanta,Offering take out and delivery. Online ordering is also available to make it more easier for our customers. Our hours Tuesday thru Sunday 4pm to 8.30pm,"560 Dutch Valley Rd NE, Atlanta, GA 30324",33.7926977,-84.3695264,www.jaihoatlanta.com,(404) 458-6888,checked
Jamrock Jerk Center,Atlanta,"Dinner,Jamaican,Lunch Specials","1232 Metropolitan Pkwy, Atlanta",33.7213988,-84.4076434,https://www.grubhub.com/restaurant/jamrock-jerk-center-1232-metropolitan-pkwy-atlanta/494057,(678) 973-2532,checked
Jamrock Restaurant,Atlanta,"Caribbean,Jamaican","381 Moreland Avenue Southeast, Atlanta",33.7436309,-84.349563,https://www.grubhub.com/restaurant/jamrock-restaurant-381-moreland-avenue-southeast-atlanta/1489138,,checked
Japanese Teriyaki House,Atlanta,"American,Asian,Chinese,Japanese","87 Peachtree Street Southwest, Atlanta",33.752222,-84.3921521,https://www.grubhub.com/restaurant/japanese-teriyaki-house-87-peachtree-street-southwest-atlanta/1757652,,checked
Jayida Che Herbal Tea Spot,Atlanta,"Coffee and Tea,Dinner,Healthy,Lunch","749 Moreland Ave Ste A101, Atlanta",33.7339513,-84.3496246,https://www.grubhub.com/restaurant/jayida-che-herbal-tea-spot-749-moreland-ave-ste-a101-atlanta/966734,(404) 424-4069,checked
JCT,Atlanta,,"1198 Howell Mill Rd #18, Atlanta, GA 30318, USA",33.7867658,-84.4122192,http://www.jctkitchen.com/,(404) 355-2252,checked
JenChan�s,Atlanta,"Comfort Food, Southern, Asian, and Prepared Meals as well.",186 Carroll Street SE ATLANTA GA 30312,33.7495371,-84.3679028,http://www.jenchans.com,(404) 549-9843,checked
Jersey Mike's,Atlanta,"American,Sandwiches,Subs","55 Marietta Street, Atlanta",33.7559437,-84.3911017,https://www.grubhub.com/restaurant/jersey-mikes-55-marietta-street-atlanta/1426668,,checked
Jinya,Atlanta,,"3714 Roswell Rd #35, Atlanta, GA 30342, USA",33.8565836,-84.3827265,http://jinya-ramenbar.com/,(404) 254-4770,checked
Jittery Joe's,Atlanta,Coffee and Tea,"181 Peachtree Street Northeast, Atlanta",33.7586524,-84.3871576,https://www.grubhub.com/restaurant/jittery-joes-181-peachtree-street-northeast-atlanta/1773138,,checked
JJ Fish & Chicken,Atlanta,"American,Chicken,Fast Food,Seafood,Wings","1192 Pryor Rd SW, Atlanta",33.7092851,-84.3949433,https://www.grubhub.com/restaurant/jj-fish--chicken-1192-pryor-rd-sw-atlanta/1490586,,checked
Johnny M�s Pizza Bistro,Atlanta,"Dinner,Lunch,Pizza,Salads","904 M.L.K. Jr Dr SW, Atlanta",33.7545543,-84.4171229,https://www.grubhub.com/restaurant/johnny-ms-pizza-bistro-904-mlk-jr-dr-sw-atlanta/1089348,(678) 699-1483,checked
Jo's Grille,Atlanta,Neighborhood American Restaurant,"2120 Johnson Ferry Rd NE, Atlanta, GA 30319",33.8929265,-84.3265532,https://www.josgrille.com,,
JR Crickets,Atlanta,"Chicken,Dinner,Lunch,Sandwiches,Wings","3529 Main St, Atlanta",33.6594199,-84.4483619,https://www.grubhub.com/restaurant/jr-crickets-3529-main-st-atlanta/986049,(404) 205-5174,checked
JR Crickets Downtown,Atlanta,"American,BBQ,Bar Food,Chicken,Waffles,Wings","10 Park Pl S, Atlanta",33.7542594,-84.3886189,https://www.grubhub.com/restaurant/jr-crickets-downtown-10-park-pl-s-atlanta/1745079,(404) 228-0008,checked
Julianna's Crepes,Atlanta,,"775 Lake Ave NE, Atlanta, GA 30307, USA",33.7580417,-84.3621426,http://www.atlantacrepes.com/,(404) 436-1825,checked
Junior's Pizza,Atlanta,Pizza,"77 Georgia Avenue Southeast, Atlanta",33.7366376,-84.3853189,https://www.grubhub.com/restaurant/juniors-pizza-77-georgia-avenue-southeast-atlanta/1777995,,checked
Just Add Honey,Atlanta,"Bakery,Breakfast,Coffee and Tea","209 Edgewood Ave, Atlanta",33.7540215,-84.379914,https://www.grubhub.com/restaurant/just-add-honey-209-edgewood-ave-atlanta/348626,(404) 314-6261,checked
Just Around The Corner,Atlanta,"Grill,Hamburgers,Lunch Specials,Sandwiches","76 Ted Turner Dr NW, Atlanta",33.7572107,-84.3926117,https://www.grubhub.com/restaurant/just-around-the-corner-76-ted-turner-dr-nw-atlanta/433696,(404) 522-5632,checked
Jutox,Atlanta,"Breakfast,Dinner,Healthy,Lunch Specials,Smoothies and Juices","239 Walker St SW, Atlanta",33.748299,-84.4029235,https://www.grubhub.com/restaurant/jutox-239-walker-st-sw-atlanta/570854,(855) 588-6963,checked
K&K Soul Food,Atlanta,"American,Chicken,Lunch Specials,Soul Food","881 Donald Lee Hollowell Pkwy NW, Atlanta",33.7734586,-84.4161586,https://www.grubhub.com/restaurant/kk-soul-food-881-donald-lee-hollowell-pkwy-nw-atlanta/333861,(404) 685-1073,checked
Kafenio,Atlanta,Great Mediterranean Wraps and Salads and take home beer and wine specials,"2700 East College Ave Decatur, GA 30030",33.7754647,-84.2786594,www.kafeniogreekdiner.com,(678) 515-3700,checked
KAfenio Avondale,Atlanta,"Greek Wraps, Salads and Breakfast all day! Beer and Wine To Go Specials!","2700 E College Ave, Decatur, Ga. 30030",33.7754647,-84.2786594,kafeniogreekdiner.com,(678) 515-3700,checked
Kale Me Crazy,Atlanta,"Breakfast,Lunch,Salads,Vegetarian,Wraps","100 6th Street Northeast, Atlanta",33.7774899,-84.3831987,https://www.grubhub.com/restaurant/kale-me-crazy-100-6th-street-northeast-atlanta/1490324,,checked
Katz Katering,Atlanta,"American,Breakfast,Salads,Seafood,Soup","1590 Joseph E. Boone Blvd NW, Atlanta",33.7632318,-84.4398908,https://www.grubhub.com/restaurant/katz-katering-1590-joseph-e-boone-blvd-nw-atlanta/1749748,(678) 598-1737,checked
KFC,Atlanta,"American,Chicken,Dinner,Fast Food,Lunch,Potato,Sandwiches","23 Joseph E Lowery Blvd SW, Atlanta",33.7537525,-84.4177901,https://www.grubhub.com/restaurant/kfc-23-joseph-e-lowery-blvd-sw-atlanta/735564,,checked
KinNoTori Ramen,Atlanta,"Dinner,Japanese,Lunch,Ramen","650 Ponce De Leon Ave NE suite 810, Atlanta",33.775607,-84.3662522,https://www.grubhub.com/restaurant/kinnotori-ramen-650-ponce-de-leon-ave-ne-suite-810-atlanta/1961697,(678) 622-1718,checked
Kong's Vegetarian,Atlanta,"Asian,Chinese,Vegetarian","1584 Piedmont Ave NE, Atlanta",33.7977759,-84.3687652,https://www.grubhub.com/restaurant/kongs-vegetarian-1584-piedmont-ave-ne-atlanta/1172708,(678) 846-6505,checked
Krab Queenz,Atlanta,"American,Cajun,Creole,Seafood,Southern","529 Peachtree Street Northeast, Atlanta",33.7689772,-84.3849515,https://www.grubhub.com/restaurant/krab-queenz-529-peachtree-street-northeast-atlanta/1777731,,checked
Krystal,Atlanta,"BBQ,Dinner,Hamburgers,Lunch Specials,Wings","626 14th St NW, Atlanta",33.7858938,-84.4078486,https://www.grubhub.com/restaurant/krystal-626-14th-st-nw-atlanta/560965,(404) 872-2627,checked
Kuroshio Sushi Bar & Grille,Atlanta,BEST SUSHI IN ATLANTA,"2700 Cobb Parkway, Smyrna Georgia 30080",33.8868644,-84.4754236,www.kuroshiocumberland.com,,checked
La Bodega at the Met,Atlanta,"Bagels,Coffee and Tea,Tacos","680 Murphy Ave SW Ste 4158, Atlanta",33.7364862,-84.4103839,https://www.grubhub.com/restaurant/la-bodega-at-the-met-680-murphy-ave-sw-ste-4158-atlanta/1537400,(305) 807-8947,checked
La Hacienda,Atlanta,"American,Breakfast,Latin,Mexican,Seafood","900 Monroe Drive Northeast, Atlanta",33.7791579,-84.3696687,https://www.grubhub.com/restaurant/la-hacienda-900-monroe-drive-northeast-atlanta/1490183,,checked
La Petite Maison,Atlanta,French Food,6510 Roswell Rd Sandy Springs Georgia 30328,33.9317947,-84.380641,www.lapetitemaisonbistro.com,(404) 303-6600,checked
La Shish Kabab,Atlanta,Mediterranean Grill,"1155 Virginia Ave Suit E Hapeville, GA 30354",33.6591963,-84.4281103,www.lashishkabab.com,(470) 428-3944,
La Tavola,Atlanta,,"992 Virginia Ave NE, Atlanta, GA 30306, USA",33.7824265,-84.3549179,http://latavolatrattoria.com/,(404) 873-5430,
La Tavola Trattoria,Atlanta,Timeless Italian food with seasonal menu items and time-tested favorites,"992 VIRGINIA AVENUE NE ATLANTA, GA 30306",33.7824265,-84.3549179,https://latavolatrattoria.com/,(404) 873-5430,
Lagarde American Eatery,Atlanta,,"5090 Peachtree Blvd d100, Chamblee, GA 30341, USA",33.8891201,-84.3142637,http://www.lagardeatl.com/,(470) 385-3533,checked
Landmark Diner,Atlanta,"24 Hours,American,Breakfast,Dinner,Hamburgers,Late Night,Lunch Specials","60 Luckie St NW, Atlanta",33.7563531,-84.3891264,https://www.grubhub.com/restaurant/landmark-diner-60-luckie-st-nw-atlanta/246004,(404) 965-2888,checked
Lazaro's Cuban Cuisine,Atlanta,,"25 Woodstock Rd, Roswell, GA 30075, USA",34.0319338,-84.3621119,http://www.lazaroscuisine.com/,(678) 277-9661,
Lazy Llama,Atlanta,In addition to our regular menu we are offering above family meal. Our regular menu is at doordash.com for delivery.,"1551 Piedmont Ave. Atlanta, Ga 30324",33.7967434,-84.3690116,http://lazyllamacantina.com,(404) 968-2288,checked
Le Colonial,Atlanta,,"3035 Peachtree Rd NE Unit A201, Atlanta, GA 30305, USA",33.8373665,-84.3802425,http://www.lecolonialatlanta.com/,(404) 341-0500,checked
Liberty Pizza,Atlanta,,"1275 Powers Ferry Road SE Suite 130 (Powers Ferry Plaza, Marietta, GA 30067, USA",33.9212649,-84.4663245,http://www.libertypizzaga.com/,(770) 693-3940,checked
Lickety Split Southern kitchen and bar,Atlanta,"Comfort food with the southern flair! Prepared with passion from our table to yours Juicy fried or grilled chicken, pork chops, Salmon, Shrimp, Beef Brisket, Turkey wings/ Dressing, Coolard Greens, Cabbage, Best MAC and Cheese in the South, Canned Yans and I mean not From a Can! Salmon croquettes, Ho-Cakes Yes we have Ho-Cakes!",1155 Virginia Avenue Hapeville Ga. 30354,33.6591963,-84.4281103,licketysplit@dining.net,(404) 963-5009,checked
Limerick Junction,Atlanta,"Hamburgers,Irish,Salads,Sandwiches","822 North Highland Avenue Northeast, Atlanta",33.7770355,-84.3527056,https://www.grubhub.com/restaurant/limerick-junction-822-north-highland-avenue-northeast-atlanta/1331581,,checked
Little Azio,Atlanta,"Italian,Pasta,Pizza,Sandwiches,Wraps","749 Moreland Avenue Southeast, Atlanta",33.7339513,-84.3496246,https://www.grubhub.com/restaurant/little-azio-749-moreland-avenue-southeast-atlanta/1331313,,checked
Little Bear,Atlanta,"New American, weekly international fixed price specials","71 Georgia Ave SE unit a, Atlanta, GA 30312",33.7366164,-84.3854408,https://littlebearatl.com/,(404) 509-5396,
LiveWire Coffee,Atlanta,"Bakery,Cafe,Coffee and Tea","1010 White St SW, Atlanta",33.730701,-84.4185816,https://www.grubhub.com/restaurant/livewire-coffee-1010-white-st-sw-atlanta/2039185,(404) 947-7233,checked
